,EDAD,CLUSTER,SEXO,COUNT,SEMANA
2933,49,Consulta,F,19780,35
2934,49,Consulta,F,22401,36
2935,49,Consulta,F,25106,37
2936,49,Consulta,F,7406,38
2937,49,Consulta,M,17806,35
2938,49,Consulta,M,21062,36
2939,49,Consulta,M,23587,37
2940,49,Consulta,M,6644,38
2941,49,Contacto,F,18,35
2942,49,Contacto,F,50,36
2943,49,Contacto,F,54,37
2944,49,Contacto,F,8,38
2945,49,Contacto,M,29,35
2946,49,Contacto,M,47,36
2947,49,Contacto,M,46,37
2948,49,Contacto,M,6,38
2949,49,Creacion de usuario,F,29,35
2950,49,Creacion de usuario,F,51,36
2951,49,Creacion de usuario,F,44,37
2952,49,Creacion de usuario,F,9,38
2953,49,Creacion de usuario,M,30,35
2954,49,Creacion de usuario,M,55,36
2955,49,Creacion de usuario,M,57,37
2956,49,Creacion de usuario,M,9,38
2957,49,Pagos,F,381,35
2958,49,Pagos,F,415,36
2959,49,Pagos,F,550,37
2960,49,Pagos,F,97,38
2961,49,Pagos,M,317,35
2962,49,Pagos,M,413,36
2963,49,Pagos,M,508,37
2964,49,Pagos,M,79,38
2965,49,Pasos,F,1682,35
2966,49,Pasos,F,1789,36
2967,49,Pasos,F,2154,37
2968,49,Pasos,F,523,38
2969,49,Pasos,M,1039,35
2970,49,Pasos,M,1305,36
2971,49,Pasos,M,1474,37
2972,49,Pasos,M,314,38
2973,49,Permisos,F,32,35
2974,49,Permisos,F,54,36
2975,49,Permisos,F,49,37
2976,49,Permisos,F,5,38
2977,49,Permisos,M,48,35
2978,49,Permisos,M,69,36
2979,49,Permisos,M,63,37
2980,49,Permisos,M,5,38
2981,49,Retiro,F,205,35
2982,49,Retiro,F,267,36
2983,49,Retiro,F,305,37
2984,49,Retiro,F,57,38
2985,49,Retiro,M,230,35
2986,49,Retiro,M,307,36
2987,49,Retiro,M,355,37
2988,49,Retiro,M,62,38
2989,49,Servicios,F,630,35
2990,49,Servicios,F,928,36
2991,49,Servicios,F,1045,37
2992,49,Servicios,F,289,38
2993,49,Servicios,M,642,35
2994,49,Servicios,M,889,36
2995,49,Servicios,M,960,37
2996,49,Servicios,M,255,38
2997,49,Transferencias,F,3550,35
2998,49,Transferencias,F,3925,36
2999,49,Transferencias,F,4885,37
3000,49,Transferencias,F,939,38
3001,49,Transferencias,M,2573,35
3002,49,Transferencias,M,3146,36
3003,49,Transferencias,M,3663,37
3004,49,Transferencias,M,637,38
3005,50,Administracion,F,10373,35
3006,50,Administracion,F,11939,36
3007,50,Administracion,F,13347,37
3008,50,Administracion,F,4281,38
3009,50,Administracion,M,10053,35
3010,50,Administracion,M,11675,36
3011,50,Administracion,M,13052,37
3012,50,Administracion,M,3921,38
3013,50,Consulta,F,17933,35
3014,50,Consulta,F,20766,36
3015,50,Consulta,F,23288,37
3016,50,Consulta,F,6871,38
3017,50,Consulta,M,16302,35
3018,50,Consulta,M,19135,36
3019,50,Consulta,M,21580,37
3020,50,Consulta,M,5901,38
3021,50,Contacto,F,17,35
3022,50,Contacto,F,39,36
3023,50,Contacto,F,57,37
3024,50,Contacto,F,16,38
3025,50,Contacto,M,27,35
3026,50,Contacto,M,42,36
3027,50,Contacto,M,38,37
3028,50,Contacto,M,6,38
3029,50,Creacion de usuario,F,20,35
3030,50,Creacion de usuario,F,48,36
3031,50,Creacion de usuario,F,52,37
3032,50,Creacion de usuario,F,4,38
3033,50,Creacion de usuario,M,34,35
3034,50,Creacion de usuario,M,55,36
3035,50,Creacion de usuario,M,63,37
3036,50,Creacion de usuario,M,15,38
3037,50,Pagos,F,327,35
3038,50,Pagos,F,381,36
3039,50,Pagos,F,537,37
3040,50,Pagos,F,81,38
3041,50,Pagos,M,275,35
3042,50,Pagos,M,357,36
3043,50,Pagos,M,428,37
3044,50,Pagos,M,67,38
3045,50,Pasos,F,1419,35
3046,50,Pasos,F,1661,36
3047,50,Pasos,F,1928,37
3048,50,Pasos,F,448,38
3049,50,Pasos,M,959,35
3050,50,Pasos,M,1207,36
3051,50,Pasos,M,1362,37
3052,50,Pasos,M,286,38
3053,50,Permisos,F,41,35
3054,50,Permisos,F,40,36
3055,50,Permisos,F,32,37
3056,50,Permisos,F,3,38
3057,50,Permisos,M,41,35
3058,50,Permisos,M,53,36
3059,50,Permisos,M,60,37
3060,50,Permisos,M,9,38
3061,50,Retiro,F,155,35
3062,50,Retiro,F,213,36
3063,50,Retiro,F,250,37
3064,50,Retiro,F,48,38
3065,50,Retiro,M,213,35
3066,50,Retiro,M,265,36
3067,50,Retiro,M,314,37
3068,50,Retiro,M,68,38
3069,50,Servicios,F,583,35
3070,50,Servicios,F,828,36
3071,50,Servicios,F,943,37
3072,50,Servicios,F,217,38
3073,50,Servicios,M,543,35
3074,50,Servicios,M,785,36
3075,50,Servicios,M,898,37
3076,50,Servicios,M,224,38
3077,50,Transferencias,F,3228,35
3078,50,Transferencias,F,3738,36
3079,50,Transferencias,F,4552,37
3080,50,Transferencias,F,920,38
3081,50,Transferencias,M,2346,35
3082,50,Transferencias,M,2871,36
3083,50,Transferencias,M,3452,37
3084,50,Transferencias,M,554,38
3085,51,Administracion,F,9554,35
3086,51,Administracion,F,10959,36
3087,51,Administracion,F,12143,37
3088,51,Administracion,F,3908,38
3089,51,Administracion,M,8936,35
3090,51,Administracion,M,10464,36
3091,51,Administracion,M,11896,37
3092,51,Administracion,M,3568,38
3093,51,Consulta,F,16442,35
3094,51,Consulta,F,18799,36
3095,51,Consulta,F,20960,37
3096,51,Consulta,F,6279,38
3097,51,Consulta,M,14471,35
3098,51,Consulta,M,17221,36
3099,51,Consulta,M,19562,37
3100,51,Consulta,M,5475,38
3101,51,Contacto,F,22,35
3102,51,Contacto,F,39,36
3103,51,Contacto,F,51,37
3104,51,Contacto,F,9,38
3105,51,Contacto,M,24,35
3106,51,Contacto,M,41,36
3107,51,Contacto,M,35,37
3108,51,Contacto,M,4,38
3109,51,Creacion de usuario,F,20,35
3110,51,Creacion de usuario,F,40,36
3111,51,Creacion de usuario,F,39,37
3112,51,Creacion de usuario,F,5,38
3113,51,Creacion de usuario,M,31,35
3114,51,Creacion de usuario,M,48,36
3115,51,Creacion de usuario,M,46,37
3116,51,Creacion de usuario,M,6,38
3117,51,Pagos,F,340,35
3118,51,Pagos,F,343,36
3119,51,Pagos,F,434,37
3120,51,Pagos,F,76,38
3121,51,Pagos,M,276,35
3122,51,Pagos,M,358,36
3123,51,Pagos,M,459,37
3124,51,Pagos,M,80,38
3125,51,Pasos,F,1287,35
3126,51,Pasos,F,1424,36
3127,51,Pasos,F,1701,37
3128,51,Pasos,F,424,38
3129,51,Pasos,M,862,35
3130,51,Pasos,M,1033,36
3131,51,Pasos,M,1221,37
3132,51,Pasos,M,296,38
3133,51,Permisos,F,37,35
3134,51,Permisos,F,38,36
3135,51,Permisos,F,31,37
3136,51,Permisos,F,1,38
3137,51,Permisos,M,39,35
3138,51,Permisos,M,48,36
3139,51,Permisos,M,45,37
3140,51,Permisos,M,5,38
3141,51,Retiro,F,159,35
3142,51,Retiro,F,207,36
3143,51,Retiro,F,256,37
3144,51,Retiro,F,42,38
3145,51,Retiro,M,181,35
3146,51,Retiro,M,257,36
3147,51,Retiro,M,292,37
3148,51,Retiro,M,71,38
3149,51,Servicios,F,502,35
3150,51,Servicios,F,688,36
3151,51,Servicios,F,779,37
3152,51,Servicios,F,211,38
3153,51,Servicios,M,510,35
3154,51,Servicios,M,699,36
3155,51,Servicios,M,774,37
3156,51,Servicios,M,189,38
3157,51,Transferencias,F,2931,35
3158,51,Transferencias,F,3307,36
3159,51,Transferencias,F,3965,37
3160,51,Transferencias,F,777,38
3161,51,Transferencias,M,2052,35
3162,51,Transferencias,M,2500,36
3163,51,Transferencias,M,3007,37
3164,51,Transferencias,M,563,38
3165,52,Administracion,F,9049,35
3166,52,Administracion,F,10164,36
3167,52,Administracion,F,11163,37
3168,52,Administracion,F,3556,38
3169,52,Administracion,M,8261,35
3170,52,Administracion,M,9671,36
3171,52,Administracion,M,10919,37
3172,52,Administracion,M,3240,38
3173,52,Consulta,F,15335,35
3174,52,Consulta,F,17294,36
3175,52,Consulta,F,19137,37
3176,52,Consulta,F,5632,38
3177,52,Consulta,M,13276,35
3178,52,Consulta,M,15723,36
3179,52,Consulta,M,17825,37
3180,52,Consulta,M,4886,38
3181,52,Contacto,F,12,35
3182,52,Contacto,F,29,36
3183,52,Contacto,F,21,37
3184,52,Contacto,F,10,38
3185,52,Contacto,M,16,35
3186,52,Contacto,M,35,36
3187,52,Contacto,M,27,37
3188,52,Contacto,M,9,38
3189,52,Creacion de usuario,F,19,35
3190,52,Creacion de usuario,F,37,36
3191,52,Creacion de usuario,F,35,37
3192,52,Creacion de usuario,F,7,38
3193,52,Creacion de usuario,M,19,35
3194,52,Creacion de usuario,M,32,36
3195,52,Creacion de usuario,M,42,37
3196,52,Creacion de usuario,M,8,38
3197,52,Pagos,F,283,35
3198,52,Pagos,F,322,36
3199,52,Pagos,F,421,37
3200,52,Pagos,F,77,38
3201,52,Pagos,M,247,35
3202,52,Pagos,M,311,36
3203,52,Pagos,M,390,37
3204,52,Pagos,M,68,38
3205,52,Pasos,F,1195,35
3206,52,Pasos,F,1319,36
3207,52,Pasos,F,1560,37
3208,52,Pasos,F,367,38
3209,52,Pasos,M,782,35
3210,52,Pasos,M,953,36
3211,52,Pasos,M,1088,37
3212,52,Pasos,M,227,38
3213,52,Permisos,F,32,35
3214,52,Permisos,F,48,36
3215,52,Permisos,F,36,37
3216,52,Permisos,F,2,38
3217,52,Permisos,M,24,35
3218,52,Permisos,M,40,36
3219,52,Permisos,M,45,37
3220,52,Permisos,M,2,38
3221,52,Retiro,F,137,35
3222,52,Retiro,F,175,36
3223,52,Retiro,F,194,37
3224,52,Retiro,F,31,38
3225,52,Retiro,M,157,35
3226,52,Retiro,M,237,36
3227,52,Retiro,M,258,37
3228,52,Retiro,M,40,38
3229,52,Servicios,F,421,35
3230,52,Servicios,F,640,36
3231,52,Servicios,F,666,37
3232,52,Servicios,F,173,38
3233,52,Servicios,M,429,35
3234,52,Servicios,M,569,36
3235,52,Servicios,M,652,37
3236,52,Servicios,M,153,38
3237,52,Transferencias,F,2669,35
3238,52,Transferencias,F,2975,36
3239,52,Transferencias,F,3593,37
3240,52,Transferencias,F,717,38
3241,52,Transferencias,M,1910,35
3242,52,Transferencias,M,2249,36
3243,52,Transferencias,M,2697,37
3244,52,Transferencias,M,479,38
3245,53,Administracion,F,8764,35
3246,53,Administracion,F,9897,36
3247,53,Administracion,F,10950,37
3248,53,Administracion,F,3409,38
3249,53,Administracion,M,7262,35
3250,53,Administracion,M,8569,36
3251,53,Administracion,M,9632,37
3252,53,Administracion,M,2933,38
3253,53,Consulta,F,14817,35
3254,53,Consulta,F,16805,36
3255,53,Consulta,F,18685,37
3256,53,Consulta,F,5444,38
3257,53,Consulta,M,11589,35
3258,53,Consulta,M,13964,36
3259,53,Consulta,M,15614,37
3260,53,Consulta,M,4395,38
3261,53,Contacto,F,18,35
3262,53,Contacto,F,24,36
3263,53,Contacto,F,27,37
3264,53,Contacto,F,9,38
3265,53,Contacto,M,16,35
3266,53,Contacto,M,27,36
3267,53,Contacto,M,31,37
3268,53,Contacto,M,9,38
3269,53,Creacion de usuario,F,21,35
3270,53,Creacion de usuario,F,37,36
3271,53,Creacion de usuario,F,26,37
3272,53,Creacion de usuario,F,5,38
3273,53,Creacion de usuario,M,14,35
3274,53,Creacion de usuario,M,38,36
3275,53,Creacion de usuario,M,31,37
3276,53,Creacion de usuario,M,4,38
3277,53,Pagos,F,291,35
3278,53,Pagos,F,319,36
3279,53,Pagos,F,419,37
3280,53,Pagos,F,81,38
3281,53,Pagos,M,202,35
3282,53,Pagos,M,253,36
3283,53,Pagos,M,326,37
3284,53,Pagos,M,63,38
3285,53,Pasos,F,1148,35
3286,53,Pasos,F,1255,36
3287,53,Pasos,F,1495,37
3288,53,Pasos,F,360,38
3289,53,Pasos,M,653,35
3290,53,Pasos,M,825,36
3291,53,Pasos,M,957,37
3292,53,Pasos,M,207,38
3293,53,Permisos,F,23,35
3294,53,Permisos,F,28,36
3295,53,Permisos,F,28,37
3296,53,Permisos,F,4,38
3297,53,Permisos,M,21,35
3298,53,Permisos,M,37,36
3299,53,Permisos,M,32,37
3300,53,Permisos,M,6,38
3301,53,Retiro,F,125,35
3302,53,Retiro,F,162,36
3303,53,Retiro,F,186,37
3304,53,Retiro,F,35,38
3305,53,Retiro,M,128,35
3306,53,Retiro,M,195,36
3307,53,Retiro,M,209,37
3308,53,Retiro,M,45,38
3309,53,Servicios,F,371,35
3310,53,Servicios,F,562,36
3311,53,Servicios,F,591,37
3312,53,Servicios,F,148,38
3313,53,Servicios,M,362,35
3314,53,Servicios,M,477,36
3315,53,Servicios,M,484,37
3316,53,Servicios,M,144,38
3317,53,Transferencias,F,2575,35
3318,53,Transferencias,F,2910,36
3319,53,Transferencias,F,3399,37
3320,53,Transferencias,F,695,38
3321,53,Transferencias,M,1660,35
3322,53,Transferencias,M,2003,36
3323,53,Transferencias,M,2377,37
3324,53,Transferencias,M,412,38
3325,54,Administracion,F,7948,35
3326,54,Administracion,F,8902,36
3327,54,Administracion,F,9736,37
3328,54,Administracion,F,2898,38
3329,54,Administracion,M,7064,35
3330,54,Administracion,M,7912,36
3331,54,Administracion,M,8965,37
3332,54,Administracion,M,2690,38
3333,54,Consulta,F,13546,35
3334,54,Consulta,F,15026,36
3335,54,Consulta,F,16528,37
3336,54,Consulta,F,4559,38
3337,54,Consulta,M,11223,35
3338,54,Consulta,M,12850,36
3339,54,Consulta,M,14461,37
3340,54,Consulta,M,3989,38
3341,54,Contacto,F,15,35
3342,54,Contacto,F,33,36
3343,54,Contacto,F,34,37
3344,54,Contacto,F,7,38
3345,54,Contacto,M,10,35
3346,54,Contacto,M,22,36
3347,54,Contacto,M,31,37
3348,54,Contacto,M,5,38
3349,54,Creacion de usuario,F,15,35
3350,54,Creacion de usuario,F,27,36
3351,54,Creacion de usuario,F,39,37
3352,54,Creacion de usuario,F,8,38
3353,54,Creacion de usuario,M,22,35
3354,54,Creacion de usuario,M,27,36
3355,54,Creacion de usuario,M,27,37
3356,54,Creacion de usuario,M,5,38
3357,54,Pagos,F,278,35
3358,54,Pagos,F,261,36
3359,54,Pagos,F,376,37
3360,54,Pagos,F,52,38
3361,54,Pagos,M,199,35
3362,54,Pagos,M,249,36
3363,54,Pagos,M,302,37
3364,54,Pagos,M,52,38
3365,54,Pasos,F,1071,35
3366,54,Pasos,F,1132,36
3367,54,Pasos,F,1266,37
3368,54,Pasos,F,280,38
3369,54,Pasos,M,622,35
3370,54,Pasos,M,762,36
3371,54,Pasos,M,893,37
3372,54,Pasos,M,185,38
3373,54,Permisos,F,13,35
3374,54,Permisos,F,35,36
3375,54,Permisos,F,27,37
3376,54,Permisos,F,1,38
3377,54,Permisos,M,25,35
3378,54,Permisos,M,43,36
3379,54,Permisos,M,28,37
3380,54,Permisos,M,6,38
3381,54,Retiro,F,135,35
3382,54,Retiro,F,156,36
3383,54,Retiro,F,168,37
3384,54,Retiro,F,33,38
3385,54,Retiro,M,123,35
3386,54,Retiro,M,162,36
3387,54,Retiro,M,185,37
3388,54,Retiro,M,34,38
3389,54,Servicios,F,353,35
3390,54,Servicios,F,461,36
3391,54,Servicios,F,517,37
3392,54,Servicios,F,109,38
3393,54,Servicios,M,311,35
3394,54,Servicios,M,425,36
3395,54,Servicios,M,449,37
3396,54,Servicios,M,105,38
3397,54,Transferencias,F,2379,35
3398,54,Transferencias,F,2550,36
3399,54,Transferencias,F,2956,37
3400,54,Transferencias,F,583,38
3401,54,Transferencias,M,1516,35
3402,54,Transferencias,M,1836,36
3403,54,Transferencias,M,2171,37
3404,54,Transferencias,M,391,38
3405,55,Administracion,F,7500,35
3406,55,Administracion,F,8416,36
3407,55,Administracion,F,9172,37
3408,55,Administracion,F,2761,38
3409,55,Administracion,M,6350,35
3410,55,Administracion,M,7288,36
3411,55,Administracion,M,8108,37
3412,55,Administracion,M,2401,38
3413,55,Consulta,F,12697,35
3414,55,Consulta,F,14145,36
3415,55,Consulta,F,15477,37
3416,55,Consulta,F,4296,38
3417,55,Consulta,M,10006,35
3418,55,Consulta,M,11736,36
3419,55,Consulta,M,13074,37
3420,55,Consulta,M,3581,38
3421,55,Contacto,F,23,35
3422,55,Contacto,F,26,36
3423,55,Contacto,F,18,37
3424,55,Contacto,F,7,38
3425,55,Contacto,M,14,35
3426,55,Contacto,M,31,36
3427,55,Contacto,M,33,37
3428,55,Contacto,M,5,38
3429,55,Creacion de usuario,F,17,35
3430,55,Creacion de usuario,F,24,36
3431,55,Creacion de usuario,F,23,37
3432,55,Creacion de usuario,F,2,38
3433,55,Creacion de usuario,M,20,35
3434,55,Creacion de usuario,M,22,36
3435,55,Creacion de usuario,M,28,37
3436,55,Creacion de usuario,M,5,38
3437,55,Pagos,F,249,35
3438,55,Pagos,F,235,36
3439,55,Pagos,F,330,37
3440,55,Pagos,F,60,38
3441,55,Pagos,M,169,35
3442,55,Pagos,M,229,36
3443,55,Pagos,M,282,37
3444,55,Pagos,M,62,38
3445,55,Pasos,F,942,35
3446,55,Pasos,F,1028,36
3447,55,Pasos,F,1166,37
3448,55,Pasos,F,265,38
3449,55,Pasos,M,531,35
3450,55,Pasos,M,645,36
3451,55,Pasos,M,779,37
3452,55,Pasos,M,177,38
3453,55,Permisos,F,20,35
3454,55,Permisos,F,27,36
3455,55,Permisos,F,25,37
3456,55,Permisos,F,3,38
3457,55,Permisos,M,17,35
3458,55,Permisos,M,29,36
3459,55,Permisos,M,38,37
3460,55,Permisos,M,2,38
3461,55,Retiro,F,110,35
3462,55,Retiro,F,137,36
3463,55,Retiro,F,148,37
3464,55,Retiro,F,25,38
3465,55,Retiro,M,115,35
3466,55,Retiro,M,149,36
3467,55,Retiro,M,175,37
3468,55,Retiro,M,32,38
3469,55,Servicios,F,302,35
3470,55,Servicios,F,396,36
3471,55,Servicios,F,450,37
3472,55,Servicios,F,99,38
3473,55,Servicios,M,264,35
3474,55,Servicios,M,381,36
3475,55,Servicios,M,423,37
3476,55,Servicios,M,95,38
3477,55,Transferencias,F,2179,35
3478,55,Transferencias,F,2408,36
3479,55,Transferencias,F,2748,37
3480,55,Transferencias,F,533,38
3481,55,Transferencias,M,1332,35
3482,55,Transferencias,M,1629,36
3483,55,Transferencias,M,1897,37
3484,55,Transferencias,M,353,38
3485,56,Administracion,F,6777,35
3486,56,Administracion,F,7478,36
3487,56,Administracion,F,8208,37
3488,56,Administracion,F,2462,38
3489,56,Administracion,M,5743,35
3490,56,Administracion,M,6559,36
3491,56,Administracion,M,7378,37
3492,56,Administracion,M,2186,38
3493,56,Consulta,F,11377,35
3494,56,Consulta,F,12683,36
3495,56,Consulta,F,13769,37
3496,56,Consulta,F,3760,38
3497,56,Consulta,M,9158,35
3498,56,Consulta,M,10583,36
3499,56,Consulta,M,11761,37
3500,56,Consulta,M,3287,38
3501,56,Contacto,F,15,35
3502,56,Contacto,F,23,36
3503,56,Contacto,F,25,37
3504,56,Contacto,F,5,38
3505,56,Contacto,M,12,35
3506,56,Contacto,M,22,36
3507,56,Contacto,M,21,37
3508,56,Contacto,M,3,38
3509,56,Creacion de usuario,F,19,35
3510,56,Creacion de usuario,F,23,36
3511,56,Creacion de usuario,F,28,37
3512,56,Creacion de usuario,F,4,38
3513,56,Creacion de usuario,M,15,35
3514,56,Creacion de usuario,M,23,36
3515,56,Creacion de usuario,M,14,37
3516,56,Creacion de usuario,M,2,38
3517,56,Pagos,F,232,35
3518,56,Pagos,F,231,36
3519,56,Pagos,F,305,37
3520,56,Pagos,F,40,38
3521,56,Pagos,M,159,35
3522,56,Pagos,M,229,36
3523,56,Pagos,M,244,37
3524,56,Pagos,M,56,38
3525,56,Pasos,F,831,35
3526,56,Pasos,F,926,36
3527,56,Pasos,F,1017,37
3528,56,Pasos,F,226,38
3529,56,Pasos,M,488,35
3530,56,Pasos,M,594,36
3531,56,Pasos,M,719,37
3532,56,Pasos,M,168,38
3533,56,Permisos,F,30,35
3534,56,Permisos,F,18,36
3535,56,Permisos,F,22,37
3536,56,Permisos,F,2,38
3537,56,Permisos,M,19,35
3538,56,Permisos,M,21,36
3539,56,Permisos,M,31,37
3540,56,Permisos,M,2,38
3541,56,Retiro,F,118,35
3542,56,Retiro,F,127,36
3543,56,Retiro,F,134,37
3544,56,Retiro,F,36,38
3545,56,Retiro,M,104,35
3546,56,Retiro,M,127,36
3547,56,Retiro,M,140,37
3548,56,Retiro,M,33,38
3549,56,Servicios,F,230,35
3550,56,Servicios,F,327,36
3551,56,Servicios,F,348,37
3552,56,Servicios,F,64,38
3553,56,Servicios,M,209,35
3554,56,Servicios,M,306,36
3555,56,Servicios,M,325,37
3556,56,Servicios,M,85,38
3557,56,Transferencias,F,1912,35
3558,56,Transferencias,F,2216,36
3559,56,Transferencias,F,2384,37
3560,56,Transferencias,F,463,38
3561,56,Transferencias,M,1260,35
3562,56,Transferencias,M,1488,36
3563,56,Transferencias,M,1704,37
3564,56,Transferencias,M,320,38
3565,57,Administracion,F,6247,35
3566,57,Administracion,F,6915,36
3567,57,Administracion,F,7436,37
3568,57,Administracion,F,2276,38
3569,57,Administracion,M,5089,35
3570,57,Administracion,M,5932,36
3571,57,Administracion,M,6399,37
3572,57,Administracion,M,1906,38
3573,57,Consulta,F,10571,35
3574,57,Consulta,F,11877,36
3575,57,Consulta,F,12591,37
3576,57,Consulta,F,3527,38
3577,57,Consulta,M,8021,35
3578,57,Consulta,M,9378,36
3579,57,Consulta,M,10209,37
3580,57,Consulta,M,2804,38
3581,57,Contacto,F,19,35
3582,57,Contacto,F,22,36
3583,57,Contacto,F,14,37
3584,57,Contacto,F,2,38
3585,57,Contacto,M,9,35
3586,57,Contacto,M,19,36
3587,57,Contacto,M,14,37
3588,57,Contacto,M,3,38
3589,57,Creacion de usuario,F,16,35
3590,57,Creacion de usuario,F,13,36
3591,57,Creacion de usuario,F,23,37
3592,57,Creacion de usuario,F,3,38
3593,57,Creacion de usuario,M,9,35
3594,57,Creacion de usuario,M,19,36
3595,57,Creacion de usuario,M,14,37
3596,57,Creacion de usuario,M,3,38
3597,57,Pagos,F,248,35
3598,57,Pagos,F,255,36
3599,57,Pagos,F,291,37
3600,57,Pagos,F,55,38
3601,57,Pagos,M,165,35
3602,57,Pagos,M,155,36
3603,57,Pagos,M,206,37
3604,57,Pagos,M,41,38
3605,57,Pasos,F,785,35
3606,57,Pasos,F,882,36
3607,57,Pasos,F,951,37
3608,57,Pasos,F,209,38
3609,57,Pasos,M,412,35
3610,57,Pasos,M,499,36
3611,57,Pasos,M,581,37
3612,57,Pasos,M,129,38
3613,57,Permisos,F,13,35
3614,57,Permisos,F,16,36
3615,57,Permisos,F,13,37
3616,57,Permisos,F,2,38
3617,57,Permisos,M,20,35
3618,57,Permisos,M,24,36
3619,57,Permisos,M,22,37
3620,57,Permisos,M,2,38
3621,57,Retiro,F,93,35
3622,57,Retiro,F,118,36
3623,57,Retiro,F,140,37
3624,57,Retiro,F,30,38
3625,57,Retiro,M,87,35
3626,57,Retiro,M,105,36
3627,57,Retiro,M,114,37
3628,57,Retiro,M,25,38
3629,57,Servicios,F,222,35
3630,57,Servicios,F,268,36
3631,57,Servicios,F,275,37
3632,57,Servicios,F,67,38
3633,57,Servicios,M,186,35
3634,57,Servicios,M,277,36
3635,57,Servicios,M,298,37
3636,57,Servicios,M,60,38
3637,57,Transferencias,F,1817,35
3638,57,Transferencias,F,2040,36
3639,57,Transferencias,F,2156,37
3640,57,Transferencias,F,416,38
3641,57,Transferencias,M,1041,35
3642,57,Transferencias,M,1263,36
3643,57,Transferencias,M,1439,37
3644,57,Transferencias,M,254,38
3645,58,Administracion,F,5620,35
3646,58,Administracion,F,6091,36
3647,58,Administracion,F,6492,37
3648,58,Administracion,F,1976,38
3649,58,Administracion,M,4622,35
3650,58,Administracion,M,5191,36
3651,58,Administracion,M,5751,37
3652,58,Administracion,M,1713,38
3653,58,Consulta,F,9488,35
3654,58,Consulta,F,10312,36
3655,58,Consulta,F,10869,37
3656,58,Consulta,F,3002,38
3657,58,Consulta,M,7183,35
3658,58,Consulta,M,8212,36
3659,58,Consulta,M,9016,37
3660,58,Consulta,M,2469,38
3661,58,Contacto,F,18,35
3662,58,Contacto,F,24,36
3663,58,Contacto,F,10,37
3664,58,Contacto,F,7,38
3665,58,Contacto,M,11,35
3666,58,Contacto,M,22,36
3667,58,Contacto,M,16,37
3668,58,Contacto,M,4,38
3669,58,Creacion de usuario,F,14,35
3670,58,Creacion de usuario,F,17,36
3671,58,Creacion de usuario,F,17,37
3672,58,Creacion de usuario,F,1,38
3673,58,Creacion de usuario,M,11,35
3674,58,Creacion de usuario,M,20,36
3675,58,Creacion de usuario,M,18,37
3676,58,Creacion de usuario,M,2,38
3677,58,Pagos,F,218,35
3678,58,Pagos,F,249,36
3679,58,Pagos,F,250,37
3680,58,Pagos,F,34,38
3681,58,Pagos,M,139,35
3682,58,Pagos,M,154,36
3683,58,Pagos,M,187,37
3684,58,Pagos,M,24,38
3685,58,Pasos,F,691,35
3686,58,Pasos,F,744,36
3687,58,Pasos,F,782,37
3688,58,Pasos,F,174,38
3689,58,Pasos,M,388,35
3690,58,Pasos,M,479,36
3691,58,Pasos,M,492,37
3692,58,Pasos,M,108,38
3693,58,Permisos,F,25,35
3694,58,Permisos,F,16,36
3695,58,Permisos,F,18,37
3696,58,Permisos,M,23,35
3697,58,Permisos,M,22,36
3698,58,Permisos,M,23,37
3699,58,Permisos,M,3,38
3700,58,Retiro,F,87,35
3701,58,Retiro,F,98,36
3702,58,Retiro,F,127,37
3703,58,Retiro,F,24,38
3704,58,Retiro,M,71,35
3705,58,Retiro,M,95,36
3706,58,Retiro,M,104,37
3707,58,Retiro,M,23,38
3708,58,Servicios,F,189,35
3709,58,Servicios,F,229,36
3710,58,Servicios,F,255,37
3711,58,Servicios,F,67,38
3712,58,Servicios,M,128,35
3713,58,Servicios,M,201,36
3714,58,Servicios,M,224,37
3715,58,Servicios,M,47,38
3716,58,Transferencias,F,1631,35
3717,58,Transferencias,F,1719,36
3718,58,Transferencias,F,1815,37
3719,58,Transferencias,F,352,38
3720,58,Transferencias,M,961,35
3721,58,Transferencias,M,1137,36
3722,58,Transferencias,M,1221,37
3723,58,Transferencias,M,227,38
3724,59,Administracion,F,5167,35
3725,59,Administracion,F,5604,36
3726,59,Administracion,F,5838,37
3727,59,Administracion,F,1703,38
3728,59,Administracion,M,4099,35
3729,59,Administracion,M,4590,36
3730,59,Administracion,M,4870,37
3731,59,Administracion,M,1486,38
3732,59,Consulta,F,8655,35
3733,59,Consulta,F,9492,36
3734,59,Consulta,F,9719,37
3735,59,Consulta,F,2565,38
3736,59,Consulta,M,6432,35
3737,59,Consulta,M,7274,36
3738,59,Consulta,M,7624,37
3739,59,Consulta,M,2189,38
3740,59,Contacto,F,9,35
3741,59,Contacto,F,14,36
3742,59,Contacto,F,11,37
3743,59,Contacto,F,3,38
3744,59,Contacto,M,7,35
3745,59,Contacto,M,15,36
3746,59,Contacto,M,11,37
3747,59,Contacto,M,4,38
3748,59,Creacion de usuario,F,12,35
3749,59,Creacion de usuario,F,17,36
3750,59,Creacion de usuario,F,19,37
3751,59,Creacion de usuario,M,8,35
3752,59,Creacion de usuario,M,10,36
3753,59,Creacion de usuario,M,4,37
3754,59,Creacion de usuario,M,1,38
3755,59,Pagos,F,192,35
3756,59,Pagos,F,195,36
3757,59,Pagos,F,200,37
3758,59,Pagos,F,30,38
3759,59,Pagos,M,148,35
3760,59,Pagos,M,150,36
3761,59,Pagos,M,146,37
3762,59,Pagos,M,32,38
