,EDAD,CLUSTER,SEXO,COUNT,SEMANA
1288,28,Permisos,F,53,35
1289,28,Permisos,F,76,36
1290,28,Permisos,F,76,37
1291,28,Permisos,F,5,38
1292,28,Permisos,M,102,35
1293,28,Permisos,M,98,36
1294,28,Permisos,M,97,37
1295,28,Permisos,M,14,38
1296,28,Retiro,F,1031,35
1297,28,Retiro,F,1328,36
1298,28,Retiro,F,1541,37
1299,28,Retiro,F,317,38
1300,28,Retiro,M,1219,35
1301,28,Retiro,M,1553,36
1302,28,Retiro,M,1755,37
1303,28,Retiro,M,279,38
1304,28,Servicios,F,1645,35
1305,28,Servicios,F,2318,36
1306,28,Servicios,F,2573,37
1307,28,Servicios,F,566,38
1308,28,Servicios,M,1743,35
1309,28,Servicios,M,2370,36
1310,28,Servicios,M,2788,37
1311,28,Servicios,M,576,38
1312,28,Transferencias,F,7747,35
1313,28,Transferencias,F,8884,36
1314,28,Transferencias,F,11102,37
1315,28,Transferencias,F,2115,38
1316,28,Transferencias,M,7884,35
1317,28,Transferencias,M,9372,36
1318,28,Transferencias,M,11041,37
1319,28,Transferencias,M,1844,38
1320,29,Administracion,F,21591,35
1321,29,Administracion,F,24491,36
1322,29,Administracion,F,27212,37
1323,29,Administracion,F,8878,38
1324,29,Administracion,M,24946,35
1325,29,Administracion,M,28569,36
1326,29,Administracion,M,31333,37
1327,29,Administracion,M,9732,38
1328,29,Consulta,F,38941,35
1329,29,Consulta,F,44211,36
1330,29,Consulta,F,49691,37
1331,29,Consulta,F,15050,38
1332,29,Consulta,M,43407,35
1333,29,Consulta,M,50077,36
1334,29,Consulta,M,55262,37
1335,29,Consulta,M,15594,38
1336,29,Contacto,F,65,35
1337,29,Contacto,F,113,36
1338,29,Contacto,F,112,37
1339,29,Contacto,F,24,38
1340,29,Contacto,M,82,35
1341,29,Contacto,M,129,36
1342,29,Contacto,M,117,37
1343,29,Contacto,M,23,38
1344,29,Creacion de usuario,F,85,35
1345,29,Creacion de usuario,F,134,36
1346,29,Creacion de usuario,F,161,37
1347,29,Creacion de usuario,F,24,38
1348,29,Creacion de usuario,M,129,35
1349,29,Creacion de usuario,M,232,36
1350,29,Creacion de usuario,M,241,37
1351,29,Creacion de usuario,M,52,38
1352,29,Pagos,F,634,35
1353,29,Pagos,F,813,36
1354,29,Pagos,F,1223,37
1355,29,Pagos,F,189,38
1356,29,Pagos,M,698,35
1357,29,Pagos,M,965,36
1358,29,Pagos,M,1342,37
1359,29,Pagos,M,193,38
1360,29,Pasos,F,3368,35
1361,29,Pasos,F,3883,36
1362,29,Pasos,F,4512,37
1363,29,Pasos,F,1036,38
1364,29,Pasos,M,2855,35
1365,29,Pasos,M,3442,36
1366,29,Pasos,M,3862,37
1367,29,Pasos,M,821,38
1368,29,Permisos,F,57,35
1369,29,Permisos,F,78,36
1370,29,Permisos,F,83,37
1371,29,Permisos,F,4,38
1372,29,Permisos,M,90,35
1373,29,Permisos,M,87,36
1374,29,Permisos,M,97,37
1375,29,Permisos,M,11,38
1376,29,Retiro,F,961,35
1377,29,Retiro,F,1261,36
1378,29,Retiro,F,1511,37
1379,29,Retiro,F,272,38
1380,29,Retiro,M,1264,35
1381,29,Retiro,M,1493,36
1382,29,Retiro,M,1695,37
1383,29,Retiro,M,307,38
1384,29,Servicios,F,1582,35
1385,29,Servicios,F,2371,36
1386,29,Servicios,F,2553,37
1387,29,Servicios,F,651,38
1388,29,Servicios,M,1745,35
1389,29,Servicios,M,2339,36
1390,29,Servicios,M,2683,37
1391,29,Servicios,M,564,38
1392,29,Transferencias,F,7699,35
1393,29,Transferencias,F,8752,36
1394,29,Transferencias,F,10904,37
1395,29,Transferencias,F,2053,38
1396,29,Transferencias,M,7567,35
1397,29,Transferencias,M,9234,36
1398,29,Transferencias,M,10713,37
1399,29,Transferencias,M,1841,38
1400,30,Administracion,F,21577,35
1401,30,Administracion,F,24506,36
1402,30,Administracion,F,27379,37
1403,30,Administracion,F,8951,38
1404,30,Administracion,M,24204,35
1405,30,Administracion,M,27956,36
1406,30,Administracion,M,30747,37
1407,30,Administracion,M,9714,38
1408,30,Consulta,F,39020,35
1409,30,Consulta,F,44291,36
1410,30,Consulta,F,50177,37
1411,30,Consulta,F,15288,38
1412,30,Consulta,M,42228,35
1413,30,Consulta,M,48960,36
1414,30,Consulta,M,54311,37
1415,30,Consulta,M,15626,38
1416,30,Contacto,F,59,35
1417,30,Contacto,F,89,36
1418,30,Contacto,F,82,37
1419,30,Contacto,F,15,38
1420,30,Contacto,M,66,35
1421,30,Contacto,M,100,36
1422,30,Contacto,M,113,37
1423,30,Contacto,M,26,38
1424,30,Creacion de usuario,F,82,35
1425,30,Creacion de usuario,F,157,36
1426,30,Creacion de usuario,F,147,37
1427,30,Creacion de usuario,F,34,38
1428,30,Creacion de usuario,M,120,35
1429,30,Creacion de usuario,M,231,36
1430,30,Creacion de usuario,M,215,37
1431,30,Creacion de usuario,M,34,38
1432,30,Inversiones,M,1,36
1433,30,Pagos,F,647,35
1434,30,Pagos,F,842,36
1435,30,Pagos,F,1165,37
1436,30,Pagos,F,193,38
1437,30,Pagos,M,730,35
1438,30,Pagos,M,970,36
1439,30,Pagos,M,1272,37
1440,30,Pagos,M,186,38
1441,30,Pasos,F,3454,35
1442,30,Pasos,F,3931,36
1443,30,Pasos,F,4704,37
1444,30,Pasos,F,1156,38
1445,30,Pasos,M,2842,35
1446,30,Pasos,M,3390,36
1447,30,Pasos,M,3852,37
1448,30,Pasos,M,814,38
1449,30,Permisos,F,51,35
1450,30,Permisos,F,60,36
1451,30,Permisos,F,68,37
1452,30,Permisos,F,9,38
1453,30,Permisos,M,92,35
1454,30,Permisos,M,107,36
1455,30,Permisos,M,99,37
1456,30,Permisos,M,15,38
1457,30,Retiro,F,923,35
1458,30,Retiro,F,1191,36
1459,30,Retiro,F,1392,37
1460,30,Retiro,F,293,38
1461,30,Retiro,M,1133,35
1462,30,Retiro,M,1436,36
1463,30,Retiro,M,1675,37
1464,30,Retiro,M,285,38
1465,30,Servicios,F,1681,35
1466,30,Servicios,F,2309,36
1467,30,Servicios,F,2639,37
1468,30,Servicios,F,606,38
1469,30,Servicios,M,1736,35
1470,30,Servicios,M,2341,36
1471,30,Servicios,M,2696,37
1472,30,Servicios,M,611,38
1473,30,Transferencias,F,7650,35
1474,30,Transferencias,F,8778,36
1475,30,Transferencias,F,11049,37
1476,30,Transferencias,F,2179,38
1477,30,Transferencias,M,7406,35
1478,30,Transferencias,M,8853,36
1479,30,Transferencias,M,10448,37
1480,30,Transferencias,M,1839,38
1481,31,Administracion,F,21282,35
1482,31,Administracion,F,23931,36
1483,31,Administracion,F,26952,37
1484,31,Administracion,F,8897,38
1485,31,Administracion,M,23864,35
1486,31,Administracion,M,27344,36
1487,31,Administracion,M,30243,37
1488,31,Administracion,M,9665,38
1489,31,Consulta,F,38405,35
1490,31,Consulta,F,43264,36
1491,31,Consulta,F,49232,37
1492,31,Consulta,F,15173,38
1493,31,Consulta,M,41408,35
1494,31,Consulta,M,47819,36
1495,31,Consulta,M,53622,37
1496,31,Consulta,M,15451,38
1497,31,Contacto,F,51,35
1498,31,Contacto,F,95,36
1499,31,Contacto,F,108,37
1500,31,Contacto,F,22,38
1501,31,Contacto,M,80,35
1502,31,Contacto,M,125,36
1503,31,Contacto,M,122,37
1504,31,Contacto,M,18,38
1505,31,Creacion de usuario,F,78,35
1506,31,Creacion de usuario,F,149,36
1507,31,Creacion de usuario,F,139,37
1508,31,Creacion de usuario,F,33,38
1509,31,Creacion de usuario,M,138,35
1510,31,Creacion de usuario,M,187,36
1511,31,Creacion de usuario,M,195,37
1512,31,Creacion de usuario,M,34,38
1513,31,Inversiones,M,1,36
1514,31,Pagos,F,718,35
1515,31,Pagos,F,814,36
1516,31,Pagos,F,1192,37
1517,31,Pagos,F,183,38
1518,31,Pagos,M,704,35
1519,31,Pagos,M,919,36
1520,31,Pagos,M,1311,37
1521,31,Pagos,M,167,38
1522,31,Pasos,F,3350,35
1523,31,Pasos,F,3950,36
1524,31,Pasos,F,4660,37
1525,31,Pasos,F,1116,38
1526,31,Pasos,M,2872,35
1527,31,Pasos,M,3403,36
1528,31,Pasos,M,3897,37
1529,31,Pasos,M,804,38
1530,31,Permisos,F,55,35
1531,31,Permisos,F,73,36
1532,31,Permisos,F,78,37
1533,31,Permisos,F,9,38
1534,31,Permisos,M,77,35
1535,31,Permisos,M,110,36
1536,31,Permisos,M,94,37
1537,31,Permisos,M,14,38
1538,31,Retiro,F,864,35
1539,31,Retiro,F,1189,36
1540,31,Retiro,F,1432,37
1541,31,Retiro,F,252,38
1542,31,Retiro,M,1130,35
1543,31,Retiro,M,1443,36
1544,31,Retiro,M,1622,37
1545,31,Retiro,M,320,38
1546,31,Servicios,F,1602,35
1547,31,Servicios,F,2286,36
1548,31,Servicios,F,2608,37
1549,31,Servicios,F,637,38
1550,31,Servicios,M,1690,35
1551,31,Servicios,M,2282,36
1552,31,Servicios,M,2679,37
1553,31,Servicios,M,614,38
1554,31,Transferencias,F,7543,35
1555,31,Transferencias,F,8659,36
1556,31,Transferencias,F,10832,37
1557,31,Transferencias,F,2180,38
1558,31,Transferencias,M,7214,35
1559,31,Transferencias,M,8719,36
1560,31,Transferencias,M,10372,37
1561,31,Transferencias,M,1800,38
1562,32,Administracion,F,20523,35
1563,32,Administracion,F,23331,36
1564,32,Administracion,F,26053,37
1565,32,Administracion,F,8574,38
1566,32,Administracion,M,23054,35
1567,32,Administracion,M,26463,36
1568,32,Administracion,M,29295,37
1569,32,Administracion,M,9380,38
1570,32,Consulta,F,37160,35
1571,32,Consulta,F,42285,36
1572,32,Consulta,F,47692,37
1573,32,Consulta,F,14637,38
1574,32,Consulta,M,40221,35
1575,32,Consulta,M,46194,36
1576,32,Consulta,M,51788,37
1577,32,Consulta,M,15135,38
1578,32,Contacto,F,55,35
1579,32,Contacto,F,79,36
1580,32,Contacto,F,90,37
1581,32,Contacto,F,12,38
1582,32,Contacto,M,84,35
1583,32,Contacto,M,116,36
1584,32,Contacto,M,106,37
1585,32,Contacto,M,26,38
1586,32,Creacion de usuario,F,79,35
1587,32,Creacion de usuario,F,125,36
1588,32,Creacion de usuario,F,126,37
1589,32,Creacion de usuario,F,20,38
1590,32,Creacion de usuario,M,133,35
1591,32,Creacion de usuario,M,202,36
1592,32,Creacion de usuario,M,183,37
1593,32,Creacion de usuario,M,29,38
1594,32,Inversiones,M,1,36
1595,32,Pagos,F,630,35
1596,32,Pagos,F,761,36
1597,32,Pagos,F,1167,37
1598,32,Pagos,F,170,38
1599,32,Pagos,M,719,35
1600,32,Pagos,M,927,36
1601,32,Pagos,M,1320,37
1602,32,Pagos,M,191,38
1603,32,Pasos,F,3395,35
1604,32,Pasos,F,3844,36
1605,32,Pasos,F,4565,37
1606,32,Pasos,F,1069,38
1607,32,Pasos,M,2794,35
1608,32,Pasos,M,3242,36
1609,32,Pasos,M,3888,37
1610,32,Pasos,M,852,38
1611,32,Permisos,F,58,35
1612,32,Permisos,F,84,36
1613,32,Permisos,F,76,37
1614,32,Permisos,F,10,38
1615,32,Permisos,M,80,35
1616,32,Permisos,M,82,36
1617,32,Permisos,M,82,37
1618,32,Permisos,M,4,38
1619,32,Retiro,F,810,35
1620,32,Retiro,F,1063,36
1621,32,Retiro,F,1266,37
1622,32,Retiro,F,260,38
1623,32,Retiro,M,1052,35
1624,32,Retiro,M,1290,36
1625,32,Retiro,M,1531,37
1626,32,Retiro,M,291,38
1627,32,Servicios,F,1515,35
1628,32,Servicios,F,2327,36
1629,32,Servicios,F,2588,37
1630,32,Servicios,F,643,38
1631,32,Servicios,M,1581,35
1632,32,Servicios,M,2198,36
1633,32,Servicios,M,2536,37
1634,32,Servicios,M,572,38
1635,32,Transferencias,F,7366,35
1636,32,Transferencias,F,8338,36
1637,32,Transferencias,F,10352,37
1638,32,Transferencias,F,2059,38
1639,32,Transferencias,M,6983,35
1640,32,Transferencias,M,8244,36
1641,32,Transferencias,M,9903,37
1642,32,Transferencias,M,1816,38
1643,33,Administracion,F,20158,35
1644,33,Administracion,F,22567,36
1645,33,Administracion,F,25440,37
1646,33,Administracion,F,8477,38
1647,33,Administracion,M,22005,35
1648,33,Administracion,M,25462,36
1649,33,Administracion,M,28087,37
1650,33,Administracion,M,8793,38
1651,33,Consulta,F,36302,35
1652,33,Consulta,F,40953,36
1653,33,Consulta,F,46485,37
1654,33,Consulta,F,14345,38
1655,33,Consulta,M,38144,35
1656,33,Consulta,M,44473,36
1657,33,Consulta,M,49529,37
1658,33,Consulta,M,14177,38
1659,33,Contacto,F,54,35
1660,33,Contacto,F,92,36
1661,33,Contacto,F,96,37
1662,33,Contacto,F,16,38
1663,33,Contacto,M,65,35
1664,33,Contacto,M,104,36
1665,33,Contacto,M,105,37
1666,33,Contacto,M,17,38
1667,33,Creacion de usuario,F,84,35
1668,33,Creacion de usuario,F,123,36
1669,33,Creacion de usuario,F,139,37
1670,33,Creacion de usuario,F,30,38
1671,33,Creacion de usuario,M,120,35
1672,33,Creacion de usuario,M,194,36
1673,33,Creacion de usuario,M,217,37
1674,33,Creacion de usuario,M,25,38
1675,33,Inversiones,M,1,36
1676,33,Pagos,F,641,35
1677,33,Pagos,F,777,36
1678,33,Pagos,F,1150,37
1679,33,Pagos,F,200,38
1680,33,Pagos,M,608,35
1681,33,Pagos,M,828,36
1682,33,Pagos,M,1259,37
1683,33,Pagos,M,188,38
1684,33,Pasos,F,3255,35
1685,33,Pasos,F,3679,36
1686,33,Pasos,F,4400,37
1687,33,Pasos,F,1062,38
1688,33,Pasos,M,2647,35
1689,33,Pasos,M,3165,36
1690,33,Pasos,M,3580,37
1691,33,Pasos,M,784,38
1692,33,Permisos,F,72,35
1693,33,Permisos,F,85,36
1694,33,Permisos,F,88,37
1695,33,Permisos,F,9,38
1696,33,Permisos,M,80,35
1697,33,Permisos,M,101,36
1698,33,Permisos,M,95,37
1699,33,Permisos,M,14,38
1700,33,Retiro,F,762,35
1701,33,Retiro,F,955,36
1702,33,Retiro,F,1133,37
1703,33,Retiro,F,218,38
1704,33,Retiro,M,967,35
1705,33,Retiro,M,1229,36
1706,33,Retiro,M,1400,37
1707,33,Retiro,M,262,38
1708,33,Servicios,F,1530,35
1709,33,Servicios,F,2226,36
1710,33,Servicios,F,2581,37
1711,33,Servicios,F,612,38
1712,33,Servicios,M,1531,35
1713,33,Servicios,M,2151,36
1714,33,Servicios,M,2463,37
1715,33,Servicios,M,576,38
1716,33,Transferencias,F,7007,35
1717,33,Transferencias,F,8060,36
1718,33,Transferencias,F,10063,37
1719,33,Transferencias,F,2015,38
1720,33,Transferencias,M,6473,35
1721,33,Transferencias,M,7773,36
1722,33,Transferencias,M,9259,37
1723,33,Transferencias,M,1628,38
1724,34,Administracion,F,24797,35
1725,34,Administracion,F,28012,36
1726,34,Administracion,F,31608,37
1727,34,Administracion,F,10559,38
1728,34,Administracion,M,26741,35
1729,34,Administracion,M,30807,36
1730,34,Administracion,M,34231,37
1731,34,Administracion,M,10808,38
1732,34,Consulta,F,44678,35
1733,34,Consulta,F,50616,36
1734,34,Consulta,F,58133,37
1735,34,Consulta,F,18007,38
1736,34,Consulta,M,46452,35
1737,34,Consulta,M,53869,36
1738,34,Consulta,M,60543,37
1739,34,Consulta,M,17555,38
1740,34,Contacto,F,73,35
1741,34,Contacto,F,109,36
1742,34,Contacto,F,100,37
1743,34,Contacto,F,21,38
1744,34,Contacto,M,75,35
1745,34,Contacto,M,129,36
1746,34,Contacto,M,116,37
1747,34,Contacto,M,16,38
1748,34,Creacion de usuario,F,91,35
1749,34,Creacion de usuario,F,145,36
1750,34,Creacion de usuario,F,147,37
1751,34,Creacion de usuario,F,39,38
1752,34,Creacion de usuario,M,155,35
1753,34,Creacion de usuario,M,237,36
1754,34,Creacion de usuario,M,230,37
1755,34,Creacion de usuario,M,29,38
1756,34,Inversiones,M,1,36
1757,34,Pagos,F,824,35
1758,34,Pagos,F,967,36
1759,34,Pagos,F,1454,37
1760,34,Pagos,F,257,38
1761,34,Pagos,M,871,35
1762,34,Pagos,M,1075,36
1763,34,Pagos,M,1600,37
1764,34,Pagos,M,232,38
1765,34,Pasos,F,4044,35
1766,34,Pasos,F,4645,36
1767,34,Pasos,F,5651,37
1768,34,Pasos,F,1342,38
1769,34,Pasos,M,3231,35
1770,34,Pasos,M,3839,36
1771,34,Pasos,M,4442,37
1772,34,Pasos,M,953,38
1773,34,Permisos,F,73,35
1774,34,Permisos,F,99,36
1775,34,Permisos,F,101,37
1776,34,Permisos,F,11,38
1777,34,Permisos,M,85,35
1778,34,Permisos,M,113,36
1779,34,Permisos,M,123,37
1780,34,Permisos,M,19,38
1781,34,Retiro,F,848,35
1782,34,Retiro,F,1086,36
1783,34,Retiro,F,1270,37
1784,34,Retiro,F,247,38
1785,34,Retiro,M,1145,35
1786,34,Retiro,M,1381,36
1787,34,Retiro,M,1642,37
1788,34,Retiro,M,310,38
1789,34,Servicios,F,1905,35
1790,34,Servicios,F,2767,36
1791,34,Servicios,F,3097,37
1792,34,Servicios,F,786,38
1793,34,Servicios,M,1951,35
1794,34,Servicios,M,2774,36
1795,34,Servicios,M,3091,37
1796,34,Servicios,M,758,38
1797,34,Transferencias,F,8642,35
1798,34,Transferencias,F,9930,36
1799,34,Transferencias,F,12693,37
1800,34,Transferencias,F,2527,38
1801,34,Transferencias,M,7804,35
1802,34,Transferencias,M,9296,36
1803,34,Transferencias,M,11331,37
1804,34,Transferencias,M,1998,38
1805,35,Administracion,F,18957,35
1806,35,Administracion,F,21562,36
1807,35,Administracion,F,24282,37
1808,35,Administracion,F,8044,38
1809,35,Administracion,M,20647,35
1810,35,Administracion,M,23820,36
1811,35,Administracion,M,26467,37
1812,35,Administracion,M,8395,38
1813,35,Consulta,F,33935,35
1814,35,Consulta,F,38731,36
1815,35,Consulta,F,44391,37
1816,35,Consulta,F,13532,38
1817,35,Consulta,M,35620,35
1818,35,Consulta,M,41516,36
1819,35,Consulta,M,46406,37
1820,35,Consulta,M,13514,38
1821,35,Contacto,F,57,35
1822,35,Contacto,F,74,36
1823,35,Contacto,F,88,37
1824,35,Contacto,F,26,38
1825,35,Contacto,M,64,35
1826,35,Contacto,M,92,36
1827,35,Contacto,M,92,37
1828,35,Contacto,M,15,38
1829,35,Creacion de usuario,F,78,35
1830,35,Creacion de usuario,F,115,36
1831,35,Creacion de usuario,F,117,37
1832,35,Creacion de usuario,F,19,38
1833,35,Creacion de usuario,M,102,35
1834,35,Creacion de usuario,M,157,36
1835,35,Creacion de usuario,M,164,37
1836,35,Creacion de usuario,M,27,38
1837,35,Pagos,F,589,35
1838,35,Pagos,F,698,36
1839,35,Pagos,F,1041,37
1840,35,Pagos,F,166,38
1841,35,Pagos,M,636,35
1842,35,Pagos,M,811,36
1843,35,Pagos,M,1138,37
1844,35,Pagos,M,197,38
1845,35,Pasos,F,2979,35
1846,35,Pasos,F,3429,36
1847,35,Pasos,F,4133,37
1848,35,Pasos,F,974,38
1849,35,Pasos,M,2461,35
1850,35,Pasos,M,2897,36
1851,35,Pasos,M,3374,37
1852,35,Pasos,M,747,38
1853,35,Permisos,F,47,35
1854,35,Permisos,F,76,36
1855,35,Permisos,F,81,37
1856,35,Permisos,F,5,38
1857,35,Permisos,M,74,35
1858,35,Permisos,M,98,36
1859,35,Permisos,M,93,37
1860,35,Permisos,M,7,38
1861,35,Retiro,F,599,35
1862,35,Retiro,F,807,36
1863,35,Retiro,F,932,37
1864,35,Retiro,F,166,38
1865,35,Retiro,M,810,35
1866,35,Retiro,M,1017,36
1867,35,Retiro,M,1157,37
1868,35,Retiro,M,208,38
1869,35,Servicios,F,1500,35
1870,35,Servicios,F,2206,36
1871,35,Servicios,F,2512,37
1872,35,Servicios,F,661,38
1873,35,Servicios,M,1454,35
1874,35,Servicios,M,2153,36
1875,35,Servicios,M,2290,37
1876,35,Servicios,M,565,38
1877,35,Transferencias,F,6478,35
1878,35,Transferencias,F,7507,36
1879,35,Transferencias,F,9472,37
1880,35,Transferencias,F,1799,38
1881,35,Transferencias,M,5956,35
1882,35,Transferencias,M,7114,36
1883,35,Transferencias,M,8472,37
1884,35,Transferencias,M,1518,38
1885,36,Administracion,F,18232,35
1886,36,Administracion,F,20828,36
1887,36,Administracion,F,23575,37
1888,36,Administracion,F,7770,38
1889,36,Administracion,M,20350,35
1890,36,Administracion,M,23454,36
1891,36,Administracion,M,25908,37
1892,36,Administracion,M,8279,38
1893,36,Consulta,F,32570,35
1894,36,Consulta,F,37493,36
1895,36,Consulta,F,42945,37
1896,36,Consulta,F,13159,38
1897,36,Consulta,M,34998,35
1898,36,Consulta,M,40792,36
1899,36,Consulta,M,45497,37
1900,36,Consulta,M,13309,38
1901,36,Contacto,F,49,35
1902,36,Contacto,F,87,36
1903,36,Contacto,F,72,37
1904,36,Contacto,F,13,38
1905,36,Contacto,M,58,35
1906,36,Contacto,M,83,36
1907,36,Contacto,M,119,37
1908,36,Contacto,M,14,38
1909,36,Creacion de usuario,F,62,35
1910,36,Creacion de usuario,F,114,36
1911,36,Creacion de usuario,F,121,37
1912,36,Creacion de usuario,F,15,38
1913,36,Creacion de usuario,M,93,35
1914,36,Creacion de usuario,M,165,36
1915,36,Creacion de usuario,M,166,37
1916,36,Creacion de usuario,M,24,38
1917,36,Pagos,F,573,35
1918,36,Pagos,F,747,36
1919,36,Pagos,F,1039,37
1920,36,Pagos,F,166,38
1921,36,Pagos,M,596,35
1922,36,Pagos,M,815,36
1923,36,Pagos,M,1193,37
1924,36,Pagos,M,181,38
1925,36,Pasos,F,2882,35
1926,36,Pasos,F,3401,36
1927,36,Pasos,F,4009,37
1928,36,Pasos,F,1004,38
1929,36,Pasos,M,2489,35
1930,36,Pasos,M,2901,36
1931,36,Pasos,M,3325,37
1932,36,Pasos,M,760,38
1933,36,Permisos,F,48,35
1934,36,Permisos,F,71,36
1935,36,Permisos,F,83,37
1936,36,Permisos,F,8,38
1937,36,Permisos,M,86,35
1938,36,Permisos,M,106,36
1939,36,Permisos,M,94,37
1940,36,Permisos,M,14,38
1941,36,Retiro,F,543,35
1942,36,Retiro,F,747,36
1943,36,Retiro,F,852,37
1944,36,Retiro,F,155,38
1945,36,Retiro,M,793,35
1946,36,Retiro,M,1005,36
1947,36,Retiro,M,1192,37
1948,36,Retiro,M,210,38
1949,36,Servicios,F,1439,35
1950,36,Servicios,F,2078,36
1951,36,Servicios,F,2368,37
1952,36,Servicios,F,630,38
1953,36,Servicios,M,1461,35
1954,36,Servicios,M,2201,36
1955,36,Servicios,M,2375,37
1956,36,Servicios,M,625,38
1957,36,Transferencias,F,6214,35
1958,36,Transferencias,F,7228,36
1959,36,Transferencias,F,9197,37
1960,36,Transferencias,F,1847,38
1961,36,Transferencias,M,5857,35
1962,36,Transferencias,M,6947,36
1963,36,Transferencias,M,8342,37
1964,36,Transferencias,M,1485,38
1965,37,Administracion,F,18263,35
1966,37,Administracion,F,20707,36
1967,37,Administracion,F,23366,37
1968,37,Administracion,F,7616,38
1969,37,Administracion,M,19512,35
1970,37,Administracion,M,22391,36
1971,37,Administracion,M,25187,37
1972,37,Administracion,M,7930,38
1973,37,Consulta,F,32567,35
1974,37,Consulta,F,37221,36
1975,37,Consulta,F,42378,37
1976,37,Consulta,F,13012,38
1977,37,Consulta,M,33441,35
1978,37,Consulta,M,38830,36
1979,37,Consulta,M,44158,37
1980,37,Consulta,M,12816,38
1981,37,Contacto,F,46,35
1982,37,Contacto,F,80,36
1983,37,Contacto,F,81,37
1984,37,Contacto,F,17,38
1985,37,Contacto,M,57,35
1986,37,Contacto,M,71,36
1987,37,Contacto,M,85,37
1988,37,Contacto,M,15,38
1989,37,Creacion de usuario,F,56,35
1990,37,Creacion de usuario,F,89,36
1991,37,Creacion de usuario,F,96,37
1992,37,Creacion de usuario,F,21,38
1993,37,Creacion de usuario,M,84,35
1994,37,Creacion de usuario,M,162,36
1995,37,Creacion de usuario,M,142,37
1996,37,Creacion de usuario,M,32,38
1997,37,Pagos,F,583,35
1998,37,Pagos,F,704,36
1999,37,Pagos,F,1009,37
2000,37,Pagos,F,156,38
2001,37,Pagos,M,584,35
2002,37,Pagos,M,818,36
2003,37,Pagos,M,1074,37
2004,37,Pagos,M,183,38
2005,37,Pasos,F,2866,35
2006,37,Pasos,F,3369,36
2007,37,Pasos,F,3951,37
2008,37,Pasos,F,1006,38
2009,37,Pasos,M,2275,35
2010,37,Pasos,M,2760,36
2011,37,Pasos,M,3247,37
2012,37,Pasos,M,708,38
2013,37,Permisos,F,69,35
2014,37,Permisos,F,69,36
2015,37,Permisos,F,62,37
2016,37,Permisos,F,8,38
2017,37,Permisos,M,81,35
2018,37,Permisos,M,94,36
2019,37,Permisos,M,112,37
2020,37,Permisos,M,7,38
2021,37,Retiro,F,518,35
2022,37,Retiro,F,724,36
2023,37,Retiro,F,850,37
2024,37,Retiro,F,164,38
2025,37,Retiro,M,733,35
2026,37,Retiro,M,910,36
2027,37,Retiro,M,1064,37
2028,37,Retiro,M,201,38
2029,37,Servicios,F,1442,35
2030,37,Servicios,F,2069,36
2031,37,Servicios,F,2403,37
2032,37,Servicios,F,619,38
2033,37,Servicios,M,1423,35
2034,37,Servicios,M,2042,36
2035,37,Servicios,M,2224,37
2036,37,Servicios,M,553,38
2037,37,Transferencias,F,6235,35
2038,37,Transferencias,F,7141,36
2039,37,Transferencias,F,8956,37
2040,37,Transferencias,F,1802,38
2041,37,Transferencias,M,5394,35
2042,37,Transferencias,M,6516,36
2043,37,Transferencias,M,8033,37
2044,37,Transferencias,M,1463,38
2045,38,Administracion,F,17114,35
2046,38,Administracion,F,19639,36
2047,38,Administracion,F,22049,37
2048,38,Administracion,F,7354,38
2049,38,Administracion,M,18681,35
2050,38,Administracion,M,21934,36
2051,38,Administracion,M,24317,37
2052,38,Administracion,M,7754,38
2053,38,Consulta,F,30666,35
2054,38,Consulta,F,35449,36
2055,38,Consulta,F,40027,37
2056,38,Consulta,F,12548,38
2057,38,Consulta,M,32048,35
2058,38,Consulta,M,37789,36
2059,38,Consulta,M,42534,37
2060,38,Consulta,M,12465,38
2061,38,Contacto,F,38,35
2062,38,Contacto,F,62,36
2063,38,Contacto,F,83,37
2064,38,Contacto,F,21,38
2065,38,Contacto,M,69,35
2066,38,Contacto,M,72,36
2067,38,Contacto,M,80,37
2068,38,Contacto,M,17,38
2069,38,Creacion de usuario,F,56,35
2070,38,Creacion de usuario,F,99,36
2071,38,Creacion de usuario,F,93,37
2072,38,Creacion de usuario,F,19,38
2073,38,Creacion de usuario,M,83,35
2074,38,Creacion de usuario,M,137,36
2075,38,Creacion de usuario,M,146,37
2076,38,Creacion de usuario,M,28,38
2077,38,Pagos,F,600,35
2078,38,Pagos,F,689,36
2079,38,Pagos,F,940,37
2080,38,Pagos,F,158,38
2081,38,Pagos,M,566,35
2082,38,Pagos,M,734,36
2083,38,Pagos,M,1029,37
2084,38,Pagos,M,160,38
2085,38,Pasos,F,2758,35
2086,38,Pasos,F,3197,36
2087,38,Pasos,F,3778,37
2088,38,Pasos,F,966,38
2089,38,Pasos,M,2192,35
2090,38,Pasos,M,2581,36
2091,38,Pasos,M,3026,37
2092,38,Pasos,M,672,38
2093,38,Permisos,F,60,35
2094,38,Permisos,F,60,36
2095,38,Permisos,F,70,37
2096,38,Permisos,F,11,38
2097,38,Permisos,M,70,35
2098,38,Permisos,M,100,36
2099,38,Permisos,M,110,37
2100,38,Permisos,M,6,38
2101,38,Retiro,F,458,35
2102,38,Retiro,F,649,36
2103,38,Retiro,F,717,37
2104,38,Retiro,F,156,38
2105,38,Retiro,M,673,35
2106,38,Retiro,M,860,36
2107,38,Retiro,M,981,37
2108,38,Retiro,M,197,38
